name,stop_id,Category,Location,Sub Location,Description,Sub Description,Item,Finding,On Site Finding,Recommendation,Recommended Value,Deviation,Measure Units,Costing Info,Estimated Cost,Notes,Code Reference,Priority,Progress,Resolution,Projected Completion Date,Actual Completion Date,Actual Cost,Comments,Contractor,Landlord/Owner,Tenant,Both,Assignment,stop_lat,stop_lon,Designated Staff
"GCS031 - Little Valley Road at Grass Valley Mobilehome Village - Little Valley Road at Grass Valley Mobilehome Village
Alta Sierra, CA 95949",24995,Benches,Exterior,,"Bench Next to Pole Stop @ 39.147219194733, -121.068531274796",,On Accessible Route,The bench is not on an accessible route.,Not Accessible,Provide a compliant accessible route to the benches.,See Recommendation,,,Provide compliant route,"$1,840.00",,"ADA 205, 228, 305, 308, 309, 903",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.147219194733,-121.068531274796,
"GCS031 - Little Valley Road at Grass Valley Mobilehome Village - Little Valley Road at Grass Valley Mobilehome Village
Alta Sierra, CA 95949",24842,Pole Stops,Exterior,,"Pole Stop @ 39.147219194733, -121.068531274796",,Missing,Pole missing or damaged at time of inspection.,Not Found,Provide a compliant pole stop.,See Recommendation,,,,,,"ADA 810.4, R211",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.147219194733,-121.068531274796,
"GCS031 - Little Valley Road at Grass Valley Mobilehome Village - Little Valley Road at Grass Valley Mobilehome Village
Alta Sierra, CA 95949",24843,Pole Stops,Exterior,,"Pole Stop @ 39.147219194733, -121.068531274796",,Boarding Pad,No bus boarding pad/landing area is provided.,Not Found,Provide a compliant bus boarding pad/landing area.,See Recommendation,,,,,,"ADA 810.2, R213, R308.1,  CA 11B-810.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.147219194733,-121.068531274796,
"GCS032 - Loma Rica Drive at Pride Industries - Loma Rica Drive at Pride Industries
Grass Valley, CA 95945",24541,Pole Stops,Exterior,,"Pole Stop @ 39.221083029654, -121.012891530991",,Boarding Pad,No bus boarding pad/landing area is provided.,Not Found,Provide a compliant bus boarding pad/landing area.,See Recommendation,,,,,,"ADA 810.2, R213, R308.1,  CA 11B-810.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.221083029654,-121.012891530991,
"GCS032 - Loma Rica Drive at Pride Industries - Loma Rica Drive at Pride Industries
Grass Valley, CA 95945",24539,Pole Stops,Exterior,,"Pole Stop @ 39.221083029654, -121.012891530991",,Information Post,The information post is not located on an accessible route.,Not Found,Make sure the information post is on an accessible route.,See Recommendation,,,,,,"ADA 402,  CA 11B-810",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.221083029654,-121.012891530991,
"GCS033 - Loma Rica Drive Across from Pride Industries - Loma Rica Drive Across from Pride Industries
Grass Valley, CA 95945",24542,Pole Stops,Exterior,,"Pole Stop @ 39.221274199797, -121.013052463531",,Information Post,The information post is not located on an accessible route.,Not Found,Make sure the information post is on an accessible route.,See Recommendation,,,,,,"ADA 402,  CA 11B-810",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.221274199797,-121.013052463531,
"GCS033 - Loma Rica Drive Across from Pride Industries - Loma Rica Drive Across from Pride Industries
Grass Valley, CA 95945",24544,Pole Stops,Exterior,,"Pole Stop @ 39.221274199797, -121.013052463531",,Boarding Pad,No bus boarding pad/landing area is provided.,Not Found,Provide a compliant bus boarding pad/landing area.,See Recommendation,,,,,,"ADA 810.2, R213, R308.1,  CA 11B-810.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.221274199797,-121.013052463531,
"GCS033 - Loma Rica Drive Across from Pride Industries - Loma Rica Drive Across from Pride Industries
Grass Valley, CA 95945",24543,Pole Stops,Exterior,,"Pole Stop @ 39.221274199797, -121.013052463531",,Visibility,The Timetable/Schedule/Map information is not visible from the sidewalk.,Not Visible,Provide Timetable/Schedule/Map information signage that is visible from the sidewalk.,See Recommendation,,,,$158.00,,"ADA 810.4, R211",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.221274199797,-121.013052463531,
"GCS036 - Nevada Street at Amtrak Station - Nevada Street at Amtrak Station
Auburn, CA 95604",24924,Bus Stops,Exterior,,"Shelter @ 38.907682165452, -121.084613800049",,Clear Floor Space Length,Clear floor space within the bus stop shelter is not compliant.,40.00 inches,Provide compliant clear floor space in the shelter.,At least 48.00 inches,-8.00,inches,,,,ADA 305,Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,38.907682165452,-121.084613800049,
"GCS037 - Nevada City Highway at Fowler Center - Nevada City Highway at Fowler Center
Grass Valley, CA 95945",24829,Reach Ranges,Exterior,,Trash Can,Trash Receptacle,Reach Depth,Element reach depth is not compliant.,25.00 inches,Make sure that the element is within allowed reach range with recommended reach depth.,Up to 24.00 inches,1.00,inches,,$550.00,,ADA 308,Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS037 - Nevada City Highway at Fowler Center - Nevada City Highway at Fowler Center
Grass Valley, CA 95945",24827,Bus Stops,Exterior,,"Bus Stop @ 39.237771052858, -121.036441326141",,Sidewalk Cross Slope Next to Pad,Sidewalk next to pad is not compliant.,2.70 percent,Provide a compliant sidewalk next to pad.,Up to 2.08 percent,0.62,percent,,$26.00,,"ADA 810,  CA 11B-403.3, 810.2.3",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.237771052858,-121.036441326141,
"GCS037 - Nevada City Highway at Fowler Center - Nevada City Highway at Fowler Center
Grass Valley, CA 95945",24997,Bus Stops,Exterior,,"Bus Stop @ 39.237771052858, -121.036441326141",,Bus Stop Pad Length,Bus stop pad is not compliant.,72.00 inches,Provide a compliant bus stop pad.,At least 96.00 inches,-24.00,inches,,"$3,168.00",,ADA 810,Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.237771052858,-121.036441326141,
"GCS037 - Nevada City Highway at Fowler Center - Nevada City Highway at Fowler Center
Grass Valley, CA 95945",24828,Bus Stops,Exterior,,"Bench @ 39.237771052858, -121.036441326141",,Clear Floor Space,There is no clear floor space located next to bench.,Not Found,Provide compliant clear floor space next to the bench.,See Recommendation,,,,,,ADA 903,Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.237771052858,-121.036441326141,
"GCS038 - Nevada Street at Willow Valley Road - Nevada Street at Willow Valley Road
Nevada City, CA 95959",24777,Pole Stops,Exterior,,"Pole Stop @ 39.267821089667, -121.011657714844",,Visibility,The Timetable/Schedule/Map information is not visible from the sidewalk.,Not Visible,Provide Timetable/Schedule/Map information signage that is visible from the sidewalk.,See Recommendation,,,,$158.00,,"ADA 810.4, R211",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.267821089667,-121.011657714844,
"GCS038 - Nevada Street at Willow Valley Road - Nevada Street at Willow Valley Road
Nevada City, CA 95959",24778,Pole Stops,Exterior,,"Pole Stop @ 39.267821089667, -121.011657714844",,Boarding Pad,No bus boarding pad/landing area is provided.,Not Found,Provide a compliant bus boarding pad/landing area.,See Recommendation,,,,,,"ADA 810.2, R213, R308.1,  CA 11B-810.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.267821089667,-121.011657714844,
"GCS038 - Nevada Street at Willow Valley Road - Nevada Street at Willow Valley Road
Nevada City, CA 95959",24776,Pole Stops,Exterior,,"Pole Stop @ 39.267821089667, -121.011657714844",,Information Post,The information post is not located on an accessible route.,Not Found,Make sure the information post is on an accessible route.,See Recommendation,,,,,,"ADA 402,  CA 11B-810",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.267821089667,-121.011657714844,
"GCS039 - Nevada City Highway Across from Fowler Center - Nevada City Highway Across from Fowler Center
Grass Valley, CA 95945",24999,Benches,Exterior,,"Bench Next to Pole Stop @ 39.237928938508, -121.035937070847",,Clear Floor Space,No clear floor space provided at the bench.,Not Found,Provide compliant clear floor space for the bench at one end.,See Recommendation,,,,"$1,840.00",,"ADA 206, 305, 903.2 ,  CA 11B-206, 305, 903.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.237928938508,-121.035937070847,
"GCS039 - Nevada City Highway Across from Fowler Center - Nevada City Highway Across from Fowler Center
Grass Valley, CA 95945",24830,Pole Stops,Exterior,,Pole Stop,,Cross Slope,The cross slope of the boarding pad/landing area is not compliant.,3.80 percent,Provide a compliant cross slope.,Up to 2.08 percent,1.72,percent,,,,"ADA 810.2.4, R308.1.1.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS039 - Nevada City Highway Across from Fowler Center - Nevada City Highway Across from Fowler Center
Grass Valley, CA 95945",24998,Pole Stops,Exterior,,Pole Stop,,Length,The length of the boarding pad/landing area is not compliant.,72.00 inches,Provide a compliant boarding pad/landing area.,At least 96.00 inches,-24.00,inches,,,,"ADA 810.2.2, R308.1.1.1",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS040 - New Mohawk Road Across from Gold Flat Court - New Mohawk Road Across from Gold Flat Court
Nevada City, CA 95959",24779,Pole Stops,Exterior,,"Pole Stop @ 39.248705871516, -121.016496419907",,Information Post,The information post is not located on an accessible route.,Not Found,Make sure the information post is on an accessible route.,See Recommendation,,,,,,"ADA 402,  CA 11B-810",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.248705871516,-121.016496419907,
"GCS040 - New Mohawk Road Across from Gold Flat Court - New Mohawk Road Across from Gold Flat Court
Nevada City, CA 95959",24781,Pole Stops,Exterior,,"Pole Stop @ 39.248705871516, -121.016496419907",,Boarding Pad,No bus boarding pad/landing area is provided.,Not Found,Provide a compliant bus boarding pad/landing area.,See Recommendation,,,,,,"ADA 810.2, R213, R308.1,  CA 11B-810.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.248705871516,-121.016496419907,
"GCS040 - New Mohawk Road Across from Gold Flat Court - New Mohawk Road Across from Gold Flat Court
Nevada City, CA 95959",24780,Pole Stops,Exterior,,"Pole Stop @ 39.248705871516, -121.016496419907",,Visibility,The Timetable/Schedule/Map information is not visible from the sidewalk.,Not Visible,Provide Timetable/Schedule/Map information signage that is visible from the sidewalk.,See Recommendation,,,,$158.00,,"ADA 810.4, R211",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.248705871516,-121.016496419907,
"GCS041 - Penn Valley Drive at Clover Road - Penn Valley Drive at Clover Road
Penn Valley, CA 95946",24678,Pole Stops,Exterior,,"Pole Stop @ 39.201439601240, -121.171088218689",,Boarding Pad,No bus boarding pad/landing area is provided.,Not Found,Provide a compliant bus boarding pad/landing area.,See Recommendation,,,,,,"ADA 810.2, R213, R308.1,  CA 11B-810.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.201439601240,-121.171088218689,
"GCS041 - Penn Valley Drive at Clover Road - Penn Valley Drive at Clover Road
Penn Valley, CA 95946",24677,Pole Stops,Exterior,,"Pole Stop @ 39.201439601240, -121.171088218689",,Information Post,The information post is not located on an accessible route.,Not Found,Make sure the information post is on an accessible route.,See Recommendation,,,,,,"ADA 402,  CA 11B-810",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.201439601240,-121.171088218689,
"GCS042 - Penn Valley Drive at Highway 20 at Quincy Lane - Penn Valley Drive at Highway 20 at Quincy Lane
Penn Valley, CA 95946",24679,Pole Stops,Exterior,,"Pole Stop @ 39.202379086224, -121.169795393944",,Information Post,The information post is not located on an accessible route.,Not Found,Make sure the information post is on an accessible route.,See Recommendation,,,,,,"ADA 402,  CA 11B-810",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.202379086224,-121.169795393944,
"GCS042 - Penn Valley Drive at Highway 20 at Quincy Lane - Penn Valley Drive at Highway 20 at Quincy Lane
Penn Valley, CA 95946",24680,Pole Stops,Exterior,,"Pole Stop @ 39.202379086224, -121.169795393944",,Boarding Pad,No bus boarding pad/landing area is provided.,Not Found,Provide a compliant bus boarding pad/landing area.,See Recommendation,,,,,,"ADA 810.2, R213, R308.1,  CA 11B-810.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.202379086224,-121.169795393944,
"GCS043 - Penn Valley Drive at Northridge Plaza - Penn Valley Drive at Northridge Plaza
Penn Valley, CA 95946",24645,Bus Stops,Exterior,,"Bus Stop @ 39.197186819578, -121.177337765694",,Accessible Route,Bus stop pad is not on an accessible route.,Not Accessible,Bus stop pad shall be on an accessible route.,See Recommendation,,,,,,ADA 810,Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.197186819578,-121.177337765694,
"GCS043 - Penn Valley Drive at Northridge Plaza - Penn Valley Drive at Northridge Plaza
Penn Valley, CA 95946",24647,Bus Stops,Exterior,,"Bench @ 39.197186819578, -121.177337765694",,Clear Floor Space,There is no clear floor space located next to bench.,Not Found,Provide compliant clear floor space next to the bench.,See Recommendation,,,,,,ADA 903,Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.197186819578,-121.177337765694,
"GCS043 - Penn Valley Drive at Northridge Plaza - Penn Valley Drive at Northridge Plaza
Penn Valley, CA 95946",24646,Bus Stops,Exterior,,"Shelter @ 39.197186819578, -121.177337765694",,Accessible Route,Bus stop shelter is not on an accessible route.,Not Accessible,Shelter shall be on an accessible route.,See Recommendation,,,,,,ADA 402,Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.197186819578,-121.177337765694,
"GCS044 - Penn Valley Drive at Spenceville Road - Penn Valley Drive at Spenceville Road
Penn Valley, CA 95946",24675,Pole Stops,Exterior,,"Pole Stop @ 39.197028842280, -121.177412867546",,Missing,Pole missing or damaged at time of inspection.,Not Found,Provide a compliant pole stop.,See Recommendation,,,,,,"ADA 810.4, R211",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.197028842280,-121.177412867546,
"GCS044 - Penn Valley Drive at Spenceville Road - Penn Valley Drive at Spenceville Road
Penn Valley, CA 95946",24676,Pole Stops,Exterior,,"Pole Stop @ 39.197028842280, -121.177412867546",,Boarding Pad,No bus boarding pad/landing area is provided.,Not Found,Provide a compliant bus boarding pad/landing area.,See Recommendation,,,,,,"ADA 810.2, R213, R308.1,  CA 11B-810.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.197028842280,-121.177412867546,
"GCS045 - Pleasant Valley Road at Branding Iron Road - Pleasant Valley Road at Branding Iron Road
Penn Valley, CA 95946",24674,Pole Stops,Exterior,,"Pole Stop @ 39.206818606333, -121.205002069473",,Boarding Pad,No bus boarding pad/landing area is provided.,Not Found,Provide a compliant bus boarding pad/landing area.,See Recommendation,,,,,Notes : Located Per Cnts.Routematch.Com,"ADA 810.2, R213, R308.1,  CA 11B-810.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.206818606333,-121.205002069473,
"GCS045 - Pleasant Valley Road at Branding Iron Road - Pleasant Valley Road at Branding Iron Road
Penn Valley, CA 95946",24673,Pole Stops,Exterior,,"Pole Stop @ 39.206818606333, -121.205002069473",,Missing,Pole missing or damaged at time of inspection.,Not Found,Provide a compliant pole stop.,See Recommendation,,,,,Notes : Located Per Cnts.Routematch.Com,"ADA 810.4, R211",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.206818606333,-121.205002069473,
"GCS046 - Pleasant Valley Road at Commercial Steet - Pleasant Valley Road at Commercial Steet
Penn Valley, CA 95946",24672,Pole Stops,Exterior,,"Pole Stop @ 39.206619083362, -121.204390525818",,Boarding Pad,No bus boarding pad/landing area is provided.,Not Found,Provide a compliant bus boarding pad/landing area.,See Recommendation,,,,,Notes : Location Per Cnts.Routematch.Com,"ADA 810.2, R213, R308.1,  CA 11B-810.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.206619083362,-121.204390525818,
"GCS046 - Pleasant Valley Road at Commercial Steet - Pleasant Valley Road at Commercial Steet
Penn Valley, CA 95946",24671,Pole Stops,Exterior,,"Pole Stop @ 39.206619083362, -121.204390525818",,Information Post,The information post is not located on an accessible route.,Not Found,Make sure the information post is on an accessible route.,See Recommendation,,,,,Notes : Location Per Cnts.Routematch.Com,"ADA 402,  CA 11B-810",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.206619083362,-121.204390525818,
"GCS049 - Railroad Avenue at 49er Fun Park - Railroad Avenue at 49er Fun Park
Grass Valley, CA 95945",25000,Pole Stops,Exterior,,Pole Stop,,Length,The length of the boarding pad/landing area is not compliant.,59.00 inches,Provide a compliant boarding pad/landing area.,At least 96.00 inches,-37.00,inches,,,,"ADA 810.2.2, R308.1.1.1",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS050 - Ridge Road at Morgan Ranch Drive - Ridge Road at Morgan Ranch Drive
Grass Valley, CA 95945",18902,Bus Stops,Exterior,,"GCS050 @ 39.236921372670, -121.059551239014",,Sidewalk Cross Slope Next to Pad,Sidewalk next to pad is not compliant.,2.50 percent,Provide a compliant sidewalk next to pad.,Up to 2.08 percent,0.42,percent,,$26.00,,"ADA 810,  CA 11B-403.3, 810.2.3",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.236921372670,-121.059551239014,
"GCS050 - Ridge Road at Morgan Ranch Drive - Ridge Road at Morgan Ranch Drive
Grass Valley, CA 95945",18900,Bus Stops,Exterior,,"GCS050 @ 39.236921372670, -121.059551239014",,Sidewalk Width Next to Pad,Sidewalk next to pad is not compliant.,41.00 inches,Provide a compliant sidewalk next to pad.,At least 48.00 inches,-7.00,inches,,$26.00,,"ADA 810,  CA 11B-810.2.3",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.236921372670,-121.059551239014,
